_object	#	Assign F1	Assign F2	Pos F1	Pos F2	LW F1 (Hz)	LW F2 (Hz)	Height	S/N	Volume	ClusterId	Merit	Annotation	Comment
<PK:4-1.1.14971: @(2.816, 37.16)>	14971			2.815841307557557	37.16035267501702	59.358924866104644	54.143551413131775	19814.76171875	11.559445294844227	None	None	1.0		
<PK:4-1.1.14972: @(1.671, 38.89)>	14972			1.6708799175754852	38.88516091923743	2775.769967299237	54.81121859148791	28521.37890625	16.638671909354624	None	None	1.0		
<PK:4-1.1.14973: @(1.606, 38.84)>	14973			1.606046977872369	38.841104501896226	27.828190165261383	44.6923127721833	87162.796875	50.84863479679243	None	None	1.0		
<PK:4-1.1.14974: @(1.739, 38.84)>	14974			1.7386443759507522	38.839969993343146	31.865139205295257	40.678886959896126	86561.6328125	50.49793044857313	None	None	1.0		
<PK:4-1.1.14975: @(3.05, 40.04)>	14975			3.0495583819617966	40.03509445854837	38.0518016381523	49.532350638638356	119885.125	69.93803729629127	None	None	1.0		
<PK:4-1.1.14976: @(1.434, 39.9)>	14976			1.4344403251018836	39.90195682738347	41.124294511973794	55.27744677079758	19863.134765625	11.587664942248182	None	None	1.0		
<PK:4-1.1.14977: @(1.414, 28.64)>	14977			1.4141945639378104	28.635240146594548	4.261974260234864	20.141080629242495	-1880.6356201171875	-1.0971166284431844	None	None	1.0		
<PK:4-1.1.14978: @(2.287, 39.88)>	14978			2.2865343789839123	39.87521203125718	34.6500444440887	47.95320210573464	40959.27734375	23.894636357065362	None	None	1.0		
<PK:4-1.1.14979: @(3.004, 39.64)>	14979			3.004054399192384	39.64144954600668	26.591241550751178	43.304637074470506	381804.625	222.73544030709817	None	None	1.0		
<PK:4-1.1.14980: @(2.022, 39.37)>	14980			2.022078850035042	39.36503422169879	-238.57277268782602	48.8596674783722	28131.998046875	16.411516680001267	None	None	1.0		
<PK:4-1.1.14981: @(1.865, 38.9)>	14981			1.864568866815464	38.899263264609935	36.17200761651376	51.28085309558587	18291.07421875	10.67056343228711	None	None	1.0		
<PK:4-1.1.14982: @(2.717, 38.85)>	14982			2.7167774260291715	38.84738041238583	29.013593657276523	42.47694438242392	84130.8984375	49.079899718104045	None	None	1.0		
<PK:4-1.1.14983: @(0.218, 38.68)>	14983			0.21838496692738651	38.68274123102637	45.12408616928711	47.49811942810596	18578.9140625	10.838482127183964	None	None	1.0		
<PK:4-1.1.14984: @(2.343, 38.62)>	14984			2.3431118546083667	38.62452801492311	30.02323687840726	43.47145010757704	23913.958984375	13.950816294775507	None	None	1.0		
<PK:4-1.1.14985: @(2.434, 37.96)>	14985			2.4341922296872696	37.96397260085669	32.46400947085553	58.275773999807605	19124.630859375	11.156839902538131	None	None	1.0		
<PK:4-1.1.14986: @(3.004, 37.89)>	14986			3.0038023022949627	37.88707311125776	45.50700601285842	47.73664936099362	37308.9296875	21.765113194560907	None	None	1.0		
<PK:4-1.1.14987: @(2.287, 37.77)>	14987			2.2874566337158555	37.76822658714586	30.78941984149885	45.95160261606391	16590.30859375	9.678378541013066	None	None	1.0		
<PK:4-1.1.14988: @(1.586, 37.41)>	14988			1.586386182456586	37.41212571326895	49.86214499251957	56.73365060078059	30474.033203125	17.777802464889408	None	None	1.0		
<PK:4-1.1.14989: @(3.445, 37.14)>	14989			3.4453970119029513	37.1440010748642	37.29397968317448	44.762668118852616	19872.83203125	11.593322088828737	None	None	1.0		
<PK:4-1.1.14990: @(3.153, 36.97)>	14990			3.1534803926060793	36.974935812238954	33.97182967418274	44.82723813018072	24657.111328125	14.384353118747736	None	None	1.0		
<PK:4-1.1.14991: @(3.579, 36.77)>	14991			3.5793306788396233	36.77262971334536	18.87417881964488	7.942175295244414	-5516.76806640625	-3.218346986611633	None	None	1.0		
<PK:4-1.1.14992: @(2.243, 36.98)>	14992			2.243046932467763	36.978083409484775	38.12077025381412	41.155848125724674	17969.76171875	10.483117611892256	None	None	1.0		
<PK:4-1.1.14993: @(2.675, 36.29)>	14993			2.6752973021786985	36.29040585215567	37.210315871888184	78.35076615700252	50437.296875	29.423880151669067	None	None	1.0		
<PK:4-1.1.14994: @(2.46, 36.32)>	14994			2.4603527258297433	36.31560671972225	27.374059964831016	62.51016874676163	17498.935546875	10.208449187693143	None	None	1.0		
<PK:4-1.1.14995: @(2.46, 36.32)>	14995			2.4603527258297433	36.31560671972225	27.374059964831016	62.51016874676163	17498.935546875	10.208449187693143	None	None	1.0		
<PK:4-1.1.14996: @(2.443, 35.31)>	14996			2.442518341226048	35.306346173833106	39.342301300702886	44.26375760332396	55787.015625	32.54477467016891	None	None	1.0		
<PK:4-1.1.14997: @(2.468, 34.49)>	14997			2.4684896079002066	34.493294784977806	33.94441834340488	42.103630814539336	91824.859375	53.56836754931399	None	None	1.0		
<PK:4-1.1.14998: @(3.2, 35.84)>	14998			3.2002351534899276	35.84292848988922	34.66748286229672	45.258728989764386	16320.904296875	9.521214691347607	None	None	1.0		
<PK:4-1.1.14999: @(2.771, 36.2)>	14999			2.7707374513351386	36.19696292938107	42.41449567369919	66.07564105449809	60739.0546875	35.43367262682381	None	None	1.0		
<PK:4-1.1.15000: @(3.013, 35.99)>	15000			3.0133361553850726	35.98698703406496	47.32181938985976	84.59100196057037	23932.328125	13.961532400231727	None	None	1.0		
<PK:4-1.1.15001: @(1.805, 36.04)>	15001			1.8049683339581915	36.03567246784216	36.612182903366154	45.43045677406631	38183.5390625	22.275338821705525	None	None	1.0		
<PK:4-1.1.15002: @(2.908, 35.81)>	15002			2.908007766006099	35.807936484976636	34.83412393297135	57.13996032009952	33074.98046875	19.295131214965515	None	None	1.0		
<PK:4-1.1.15003: @(2.185, 35.82)>	15003			2.184708944835174	35.81772591042689	30.983714028619755	43.32041388134592	48324.3046875	28.19121240897666	None	None	1.0		
<PK:4-1.1.15004: @(3.288, 35.31)>	15004			3.287714792833661	35.312704985391505	39.48276981902422	40.59077574588033	57213.24609375	33.37680249444273	None	None	1.0		
<PK:4-1.1.15005: @(1.969, 34.85)>	15005			1.968587448401319	34.85369949062458	36.7113687575627	48.31602817158335	17080.12109375	9.964123122696488	None	None	1.0		
<PK:4-1.1.15006: @(3.031, 34.77)>	15006			3.0310427145272154	34.76620472582982	33.6395534806144	43.79057993545479	90222.3984375	52.63353119815929	None	None	1.0		
<PK:4-1.1.15007: @(2.818, 34.75)>	15007			2.8181449732471204	34.75347776281125	30.45185719831627	41.41778766137101	86141.2578125	50.25269399885988	None	None	1.0		
<PK:4-1.1.15008: @(3.131, 34.49)>	15008			3.1312127193515717	34.489428216695316	36.20197112934706	38.58553701201858	89843.2265625	52.41233163953636	None	None	1.0		
<PK:4-1.1.15009: @(2.866, 34.33)>	15009			2.866452947884751	34.32754803224826	45.57104936490449	43.76653764072966	27058.74609375	15.785407851854542	None	None	1.0		
<PK:4-1.1.15010: @(2.733, 34.33)>	15010			2.733178268987597	34.33281478019801	50.55383110466668	47.316121787804605	32900.34375	19.19325244268881	None	None	1.0		
<PK:4-1.1.15011: @(3.583, 34.06)>	15011			3.5826573663422696	34.064667887148616	28.119040414308845	47.97718872356672	21879.849609375	12.764166847369202	None	None	1.0		
<PK:4-1.1.15012: @(2.698, 33.08)>	15012			2.6980720064754387	33.083671016882775	23.82007630494157	47.07039435110661	25404.759765625	14.820512853380277	None	None	1.0		
<PK:4-1.1.15013: @(2.292, 32.92)>	15013			2.2916838934071997	32.91614681287438	41.94566132261961	47.084799481798754	35590.7890625	20.762792155053102	None	None	1.0		
<PK:4-1.1.15014: @(2.254, 32.43)>	15014			2.2538125391818866	32.42749702374323	35.62515708976061	42.94835557432277	76072.4296875	44.37878698215371	None	None	1.0		
<PK:4-1.1.15015: @(2.429, 32.43)>	15015			2.428652444418459	32.427330441182576	32.86991387796702	46.22550256064403	83315.890625	48.60444417858324	None	None	1.0		
<PK:4-1.1.15016: @(2.459, 31.66)>	15016			2.4588597513180037	31.659920231976614	30.57143364388204	38.367870729416595	136415.171875	79.58126063073908	None	None	1.0		
<PK:4-1.1.15017: @(3.055, 32.1)>	15017			3.0545190850374375	32.100404349087725	36.77224800086169	51.48434201660362	26739.43359375	15.599128782335518	None	None	1.0		
<PK:4-1.1.15018: @(2.574, 31.66)>	15018			2.573970103605273	31.65846605206867	31.43285926526933	36.30993634705309	149965.6875	87.48629861743866	None	None	1.0		
<PK:4-1.1.15019: @(2.574, 31.66)>	15019			2.573970103605273	31.65846605206867	31.43285926526933	36.30993634705309	149965.6875	87.48629861743866	None	None	1.0		
<PK:4-1.1.15020: @(3.346, 31.94)>	15020			3.3463056389406045	31.939504476702282	28.763190270043292	50.15149793547131	20327.984375	11.858846786681635	None	None	1.0		
<PK:4-1.1.15021: @(2.68, 31.93)>	15021			2.6797522136412297	31.929506149621638	39.036045424067	52.72747543842894	26056.078125	15.200475986502322	None	None	1.0		
<PK:4-1.1.15022: @(1.898, 31.46)>	15022			1.8975770147453321	31.464465668515835	33.91847265167873	47.11245571303625	38170.51953125	22.267743546961118	None	None	1.0		
<PK:4-1.1.15023: @(1.624, 31.45)>	15023			1.62356215721133	31.452651095577835	46.032821186459906	45.661338726463505	33653.19140625	19.632445273836446	None	None	1.0		
<PK:4-1.1.15024: @(3.399, 31.06)>	15024			3.399102452546451	31.064655766258646	30.96750244880329	40.66256097639383	19299.197265625	11.25867765622936	None	None	1.0		
<PK:4-1.1.15025: @(2.786, 31.09)>	15025			2.785722358515022	31.088807141035687	37.661171518266144	49.1901908231818	22489.732421875	13.119957500187823	None	None	1.0		
<PK:4-1.1.15026: @(-0.072, 30.78)>	15026			-0.07200210723212308	30.779262329207477	33.84437280683176	52.97354199802096	18840.96484375	10.99135611645148	None	None	1.0		
<PK:4-1.1.15027: @(1.737, 30.52)>	15027			1.7365210695981759	30.52027614272219	68.71577352285374	166.6966076616359	4140.93798828125	2.4157215122897306	None	None	1.0		
<PK:4-1.1.15028: @(1.532, 30.28)>	15028			1.5319335214056888	30.27966181993962	28.728988045492187	48.16620165239208	18834.05078125	10.987322622212774	None	None	1.0		
<PK:4-1.1.15029: @(2.39, 29.67)>	15029			2.3898050173579968	29.670473272580743	37.97477947022664	45.16168922671804	35671.83984375	20.81007519005812	None	None	1.0		
<PK:4-1.1.15030: @(1.915, 29.76)>	15030			1.9148467124531656	29.75820148456983	39.16984841896167	56.19404533796982	46024.578125	26.849608418494967	None	None	1.0		
<PK:4-1.1.15031: @(2.254, 29.19)>	15031			2.2540233466632795	29.186959397249765	34.417419766004215	42.0534279723854	49896.6953125	29.10850647840845	None	None	1.0		
<PK:4-1.1.15032: @(1.982, 29.13)>	15032			1.9816595580523995	29.131418425224695	39.703579834447396	66.5219672753111	42638.2734375	24.874121438513246	None	None	1.0		
<PK:4-1.1.15033: @(1.982, 29.13)>	15033			1.9816595580523995	29.131418425224695	39.703579834447396	66.5219672753111	42638.2734375	24.874121438513246	None	None	1.0		
<PK:4-1.1.15034: @(1.982, 29.13)>	15034			1.9816595580523995	29.131418425224695	39.703579834447396	66.5219672753111	42638.2734375	24.874121438513246	None	None	1.0		
<PK:4-1.1.15035: @(1.982, 29.13)>	15035			1.9816595580523995	29.131418425224695	39.703579834447396	66.5219672753111	42638.2734375	24.874121438513246	None	None	1.0		
<PK:4-1.1.15036: @(1.982, 29.13)>	15036			1.9816595580523995	29.131418425224695	39.703579834447396	66.5219672753111	42638.2734375	24.874121438513246	None	None	1.0		
<PK:4-1.1.15037: @(1.978, 27.83)>	15037			1.9775103973288015	27.834725700330452	25.699912116695632	48.83209729324215	48377.6171875	28.22231361201047	None	None	1.0		
<PK:4-1.1.15038: @(1.94, 27.3)>	15038			1.939942748037721	27.29675241863417	36.3755165241085	44.98957676570051	62153.0703125	36.25857461127591	None	None	1.0		
<PK:4-1.1.15039: @(1.8, 28.94)>	15039			1.7997128856769304	28.938485182092514	46.04389855208298	66.70237053185699	56518.55078125	32.971534312296	None	None	1.0		
<PK:4-1.1.15040: @(1.8, 28.94)>	15040			1.7997128856769304	28.938485182092514	46.04389855208298	66.70237053185699	56518.55078125	32.971534312296	None	None	1.0		
<PK:4-1.1.15041: @(1.8, 28.94)>	15041			1.7997128856769304	28.938485182092514	46.04389855208298	66.70237053185699	56518.55078125	32.971534312296	None	None	1.0		
<PK:4-1.1.15042: @(1.8, 28.94)>	15042			1.7997128856769304	28.938485182092514	46.04389855208298	66.70237053185699	56518.55078125	32.971534312296	None	None	1.0		
<PK:4-1.1.15043: @(1.8, 28.94)>	15043			1.7997128856769304	28.938485182092514	46.04389855208298	66.70237053185699	56518.55078125	32.971534312296	None	None	1.0		
<PK:4-1.1.15044: @(2.133, 29.01)>	15044			2.1325159273405863	29.008288360342462	37.2299303611119	70.36108645084109	102155.84375	59.595210083165895	None	None	1.0		
<PK:4-1.1.15045: @(2.133, 29.01)>	15045			2.1325159273405863	29.008288360342462	37.2299303611119	70.36108645084109	102155.84375	59.595210083165895	None	None	1.0		
<PK:4-1.1.15046: @(2.133, 29.01)>	15046			2.1325159273405863	29.008288360342462	37.2299303611119	70.36108645084109	102155.84375	59.595210083165895	None	None	1.0		
<PK:4-1.1.15047: @(2.328, 28.8)>	15047			2.3277728888194424	28.800479674685732	35.71693116846751	43.224679994518326	33991.0859375	19.829564643973278	None	None	1.0		
<PK:4-1.1.15048: @(1.159, 28.73)>	15048			1.1592345553734642	28.728460648797373	36.035861390141285	47.708380683932596	21515.73828125	12.551753241874707	None	None	1.0		
<PK:4-1.1.15049: @(2.089, 27.85)>	15049			2.0889923283194847	27.846032494781483	35.684018467481266	40.92805117935588	44781.4609375	26.124404384858302	None	None	1.0		
<PK:4-1.1.15050: @(1.717, 27.66)>	15050			1.7166972071216282	27.664333542280666	42.44745314980922	43.4047593127774	134061.5625	78.20822273091915	None	None	1.0		
<PK:4-1.1.15051: @(1.717, 27.66)>	15051			1.7166972071216282	27.664333542280666	42.44745314980922	43.4047593127774	134061.5625	78.20822273091915	None	None	1.0		
<PK:4-1.1.15052: @(1.655, 26.98)>	15052			1.6549653340217905	26.982915380682243	38.18348527718807	51.79003852864968	59144.421875	34.50340301151903	None	None	1.0		
<PK:4-1.1.15053: @(1.232, 27.72)>	15053			1.2324172005673741	27.71778854416928	40.618350538305684	50.991216836416186	20332.001953125	11.861190543079662	None	None	1.0		
<PK:4-1.1.15054: @(1.1, 27.72)>	15054			1.0995093628254171	27.71598752914904	30.90951866350872	48.16935498915287	25257.841796875	14.734804519023259	None	None	1.0		
<PK:4-1.1.15055: @(3.242, 27.23)>	15055			3.2415214634776124	27.229458224993493	24.201418571651708	46.911026837061264	18183.03515625	10.607536096889318	None	None	1.0		
<PK:4-1.1.15056: @(2.303, 27.0)>	15056			2.302644314487141	26.999905266197423	38.32498660836458	48.20342924769804	28093.9375	16.389313091800805	None	None	1.0		
<PK:4-1.1.15057: @(2.303, 27.0)>	15057			2.302644314487141	26.999905266197423	38.32498660836458	48.20342924769804	28093.9375	16.389313091800805	None	None	1.0		
<PK:4-1.1.15058: @(1.532, 26.99)>	15058			1.5319099871851982	26.990003157727443	34.56900744006414	49.406611967993804	52731.54296875	30.762286971293754	None	None	1.0		
<PK:4-1.1.15059: @(1.422, 26.94)>	15059			1.421880338605467	26.9378673225576	30.154469781196987	44.26335268046543	24564.5703125	14.330366963232464	None	None	1.0		
<PK:4-1.1.15060: @(1.893, 26.85)>	15060			1.8929484338765104	26.85439410295985	34.07583333169797	49.19595085084436	94019.6875	54.84877636788259	None	None	1.0		
<PK:4-1.1.15061: @(1.836, 26.18)>	15061			1.8360058642439387	26.18052925334868	34.933381427365944	45.810233923080155	78069.6953125	45.543942690769356	None	None	1.0		
<PK:4-1.1.15062: @(1.836, 26.18)>	15062			1.8360058642439387	26.18052925334868	34.933381427365944	45.810233923080155	78069.6953125	45.543942690769356	None	None	1.0		
<PK:4-1.1.15063: @(1.836, 26.18)>	15063			1.8360058642439387	26.18052925334868	34.933381427365944	45.810233923080155	78069.6953125	45.543942690769356	None	None	1.0		
<PK:4-1.1.15064: @(0.391, 26.84)>	15064			0.3905887706770752	26.839259711029406	26.304907619188953	46.791154486329646	15569.388671875	9.082798934513757	None	None	1.0		
<PK:4-1.1.15065: @(2.369, 26.58)>	15065			2.3686092263032794	26.579979733024878	39.875232733977086	47.186698319147446	35280.87890625	20.581998181936655	None	None	1.0		
<PK:4-1.1.15066: @(0.996, 25.94)>	15066			0.9963601735726861	25.939311940465956	38.61568462199119	51.92698343940401	32676.84375	19.062868032314956	None	None	1.0		
<PK:4-1.1.15067: @(0.997, 24.87)>	15067			0.9968629786095917	24.867039357084913	20.00122987784633	45.43348863396954	254156.703125	148.26877798441365	None	None	1.0		
<PK:4-1.1.15068: @(0.996, 25.94)>	15068			0.9963601735726861	25.939311940465956	38.61568462199119	51.92698343940401	32676.84375	19.062868032314956	None	None	1.0		
<PK:4-1.1.15069: @(1.035, 26.73)>	15069			1.034891441676141	26.72572049169137	35.89283471974801	95.5159573451332	13280.8818359375	7.747740256928741	None	None	1.0		
<PK:4-1.1.15070: @(1.035, 26.73)>	15070			1.034891441676141	26.72572049169137	35.89283471974801	95.5159573451332	13280.8818359375	7.747740256928741	None	None	1.0		
<PK:4-1.1.15071: @(0.969, 24.48)>	15071			0.9692190500663518	24.48477054559686	20.694954750629538	42.83756361869365	348934.8125	203.55999904574819	None	None	1.0		
<PK:4-1.1.15072: @(1.212, 24.29)>	15072			1.211616787403484	24.288350573637402	38.01728598773474	46.66143744860005	39511.01953125	23.0497583214853	None	None	1.0		
<PK:4-1.1.15073: @(1.212, 24.29)>	15073			1.211616787403484	24.288350573637402	38.01728598773474	46.66143744860005	39511.01953125	23.0497583214853	None	None	1.0		
<PK:4-1.1.15074: @(1.179, 25.18)>	15074			1.1787717811987868	25.18400835864655	35.80988731044219	46.54528026509542	48616.00390625	28.361382568454214	None	None	1.0		
<PK:4-1.1.15075: @(1.212, 24.29)>	15075			1.211616787403484	24.288350573637402	38.01728598773474	46.66143744860005	39511.01953125	23.0497583214853	None	None	1.0		
<PK:4-1.1.15076: @(1.159, 24.72)>	15076			1.1588324576861737	24.71606769957951	42.578497997079076	51.42768824715975	38215.30859375	22.293872385910827	None	None	1.0		
<PK:4-1.1.15077: @(1.07, 23.35)>	15077			1.070051955345054	23.35248209472138	40.236493357672074	53.915200228600376	40546.0234375	23.653554178536954	None	None	1.0		
<PK:4-1.1.15078: @(1.07, 23.35)>	15078			1.070051955345054	23.35248209472138	40.236493357672074	53.915200228600376	40546.0234375	23.653554178536954	None	None	1.0		
<PK:4-1.1.15079: @(1.04, 23.97)>	15079			1.039999144032567	23.97200555807369	37.86359388285717	60.15423644819983	30979.66796875	18.07277736771061	None	None	1.0		
<PK:4-1.1.15080: @(0.999, 23.13)>	15080			0.998512599043254	23.126455414579212	18.06456697149534	43.66949787768331	340588.46875	198.69094710560825	None	None	1.0		
<PK:4-1.1.15081: @(3.69, 26.2)>	15081			3.690376898227834	26.200450055423637	31.43076080446819	47.021084870009304	20038.712890625	11.690092907808237	None	None	1.0		
<PK:4-1.1.15082: @(2.531, 26.21)>	15082			2.5307519417326017	26.210829153432172	34.34298560023302	52.40071281466793	17892.06640625	10.437792074938677	None	None	1.0		
<PK:4-1.1.15083: @(3.48, 26.07)>	15083			3.4802359161132834	26.066079381000755	32.844048781463684	57.22592038142938	19893.013671875	11.605095562266177	None	None	1.0		
<PK:4-1.1.15084: @(0.519, 25.95)>	15084			0.5189656139276924	25.94516254556344	19.96515008310474	38.40213732631957	275749.65625	160.8655764695745	None	None	1.0		
<PK:4-1.1.15085: @(2.758, 25.8)>	15085			2.7580689923909762	25.79596992535795	25.533175525756942	48.346883293403216	18848.568359375	10.995791820708902	None	None	1.0		
<PK:4-1.1.15086: @(3.325, 25.5)>	15086			3.32501775680862	25.500503039212994	31.989972250392753	49.704336561262586	15645.77734375	9.12736220942053	None	None	1.0		
<PK:4-1.1.15087: @(2.23, 25.37)>	15087			2.230203728949876	25.36889559109199	35.50912683399818	42.48429879384195	69088.609375	40.30459774903391	None	None	1.0		
<PK:4-1.1.15088: @(2.143, 25.37)>	15088			2.14294473785613	25.3698020147124	31.812158293830993	43.89232692673153	76010.15625	44.34245818828172	None	None	1.0		
<PK:4-1.1.15089: @(1.713, 25.19)>	15089			1.713357557878254	25.18852084029742	44.11193852623297	189.30512116007176	69891.328125	40.772884151337216	None	None	1.0		
<PK:4-1.1.15090: @(1.713, 25.19)>	15090			1.713357557878254	25.18852084029742	44.11193852623297	189.30512116007176	69891.328125	40.772884151337216	None	None	1.0		
<PK:4-1.1.15091: @(1.496, 23.95)>	15091			1.4960845720558815	23.947827397163273	45.78671919611777	218.03769809396363	44769.4140625	26.11737653387968	None	None	1.0		
